餐廳名稱,餐廳地址,餐廳連結
台南花園夜市陳記麻辣鴨血魚蛋豆腐,704台南市北區,"https://www.google.com/maps/place/%E5%8F%B0%E5%8D%97%E8%8A%B1%E5%9C%92%E5%A4%9C%E5%B8%82%E9%99%B3%E8%A8%98%E9%BA%BB%E8%BE%A3%E9%B4%A8%E8%A1%80%E9%AD%9A%E8%9B%8B%E8%B1%86%E8%85%90/@23.010871,120.1972821,17z/data=!3m1!4b1!4m6!3m5!1s0x346e77178544f6d9:0xc0626796c22a6d3f!8m2!3d23.010871!4d120.199857!16s%2Fg%2F11v4h976km?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoASAFQAw%3D%3D"
京典酵素臭豆腐-花園夜市,704台南市北區海安路三段350號,https://www.google.com/maps/place/%E4%BA%AC%E5%85%B8%E9%85%B5%E7%B4%A0%E8%87%AD%E8%B1%86%E8%85%90-%E8%8A%B1%E5%9C%92%E5%A4%9C%E5%B8%82/data=!4m7!3m6!1s0x346e77003c687fbb:0x43220c6cfaba9388!8m2!3d23.010656!4d120.1998372!16s%2Fg%2F11x1fg3hy2!19sChIJu39oPAB3bjQRiJO6-mwMIkM?authuser=0&hl=zh-TW&rclk=1
花園夜市,704台南市北區海安路三段533號,https://www.google.com/maps/place/%E8%8A%B1%E5%9C%92%E5%A4%9C%E5%B8%82/data=!4m7!3m6!1s0x346e7659ed76b0c7:0xa2380aab1510d45c!8m2!3d23.0110967!4d120.2003203!16s%2Fm%2F0cnxzw7!19sChIJx7B27Vl2bjQRXNQQFasKOKI?authuser=0&hl=zh-TW&rclk=1
延記臭豆腐,704台南市北區海安路三段與和緯路三段交叉口,https://www.google.com/maps/place/%E5%BB%B6%E8%A8%98%E8%87%AD%E8%B1%86%E8%85%90/data=!4m7!3m6!1s0x346e765dfe2ccb11:0xe201328bc7f9a662!8m2!3d23.0106017!4d120.1994735!16s%2Fg%2F1hc5tl9b9!19sChIJEcss_l12bjQRYqb5x4syAeI?authuser=0&hl=zh-TW&rclk=1
友愛 雪之冰 港式奶茶,704台南市北區704,"https://www.google.com/maps/place/%E5%8F%8B%E6%84%9B+%E9%9B%AA%E4%B9%8B%E5%86%B0+%E6%B8%AF%E5%BC%8F%E5%A5%B6%E8%8C%B6/@23.0106319,120.197317,17z/data=!3m1!4b1!4m6!3m5!1s0x346e77c49f1adb9d:0xbf84da0fd59dab57!8m2!3d23.0106319!4d120.1998919!16s%2Fg%2F11tjh9mmg3?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoASAFQAw%3D%3D"
吳記排骨酥,704台南市北區海安路三段350號,https://www.google.com/maps/place/%E5%90%B3%E8%A8%98%E6%8E%92%E9%AA%A8%E9%85%A5/data=!4m7!3m6!1s0x346e77004e9bad2f:0x1da4660766b1869d!8m2!3d23.0106026!4d120.199854!16s%2Fg%2F11vwqsp55n!19sChIJL62bTgB3bjQRnYaxZgdmpB0?authuser=0&hl=zh-TW&rclk=1
皇豆複合式餐飲,704台南市北區文賢路456-2號,https://www.google.com/maps/place/%E7%9A%87%E8%B1%86%E8%A4%87%E5%90%88%E5%BC%8F%E9%A4%90%E9%A3%B2/data=!4m7!3m6!1s0x346e765d2d7442bd:0x40104cffaec380ea!8m2!3d23.0055098!4d120.1937151!16s%2Fg%2F1q62hky95!19sChIJvUJ0LV12bjQR6oDDrv9MEEA?authuser=0&hl=zh-TW&rclk=1
鴨皇烤鴨,704台南市北區長榮路五段351號,https://www.google.com/maps/place/%E9%B4%A8%E7%9A%87%E7%83%A4%E9%B4%A8/data=!4m7!3m6!1s0x346e76fb2f99ba33:0x33a80d7480477432!8m2!3d23.0127724!4d120.2159841!16s%2Fg%2F1vkxj_zf!19sChIJM7qZL_t2bjQRMnRHgHQNqDM?authuser=0&hl=zh-TW&rclk=1
三代藥膳心肝湯,704台南市北區,"https://www.google.com/maps/place/%E4%B8%89%E4%BB%A3%E8%97%A5%E8%86%B3%E5%BF%83%E8%82%9D%E6%B9%AF/@23.0106665,120.1974118,17z/data=!3m1!4b1!4m6!3m5!1s0x346e770017098d57:0xf2a35d01ccc1a0af!8m2!3d23.0106665!4d120.1999867!16s%2Fg%2F11y3tyfdpd?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoASAFQAw%3D%3D"
台灣番薯丸-手作地瓜球（公園店）-臨休請看粉絲團,704台南市北區公園路329之2號,https://www.google.com/maps/place/%E5%8F%B0%E7%81%A3%E7%95%AA%E8%96%AF%E4%B8%B8-%E6%89%8B%E4%BD%9C%E5%9C%B0%E7%93%9C%E7%90%83%EF%BC%88%E5%85%AC%E5%9C%92%E5%BA%97%EF%BC%89-%E8%87%A8%E4%BC%91%E8%AB%8B%E7%9C%8B%E7%B2%89%E7%B5%B2%E5%9C%98/data=!4m7!3m6!1s0x346e779b95906c77:0x32fc689612cbdec9!8m2!3d23.0048771!4d120.210571!16s%2Fg%2F11kjg4gtv8!19sChIJd2yQlZt3bjQRyd7LEpZo_DI?authuser=0&hl=zh-TW&rclk=1
勁吧-蔥油餅,704台南市北區海安路三段與號和緯路三段交叉口 ( 花園夜市內,"https://www.google.com/maps/place/%E5%8B%81%E5%90%A7-%E8%94%A5%E6%B2%B9%E9%A4%85/@23.0106952,120.1977273,17z/data=!3m1!4b1!4m6!3m5!1s0x346e7700101d73c7:0x7f3d7dd5f4f0169a!8m2!3d23.0106952!4d120.2003022!16s%2Fg%2F11wx2zrzbf?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoASAFQAw%3D%3D"
東州黑糖奶舖,704台南市北區,https://www.google.com/maps/place/%E6%9D%B1%E5%B7%9E%E9%BB%91%E7%B3%96%E5%A5%B6%E8%88%96/data=!4m7!3m6!1s0x346e770052241579:0x93e5a5d65a37e6db!8m2!3d23.010561!4d120.1999328!16s%2Fg%2F11wtmvv92q!19sChIJeRUkUgB3bjQR2-Y3Wtal5ZM?authuser=0&hl=zh-TW&rclk=1
東洲黑糖奶舖-夜市店,704台南市北區海安路三段533號出入口進來第一排一、二,https://www.google.com/maps/place/%E6%9D%B1%E6%B4%B2%E9%BB%91%E7%B3%96%E5%A5%B6%E8%88%96-%E5%A4%9C%E5%B8%82%E5%BA%97/data=!4m7!3m6!1s0x346e770edcd20dcb:0x206bdce72565c36!8m2!3d23.0113957!4d120.2003685!16s%2Fg%2F11stvs1nmt!19sChIJyw3S3A53bjQRNlxWcs69BgI?authuser=0&hl=zh-TW&rclk=1
全壘打牛排,704台南市北區,https://www.google.com/maps/place/%E5%85%A8%E5%A3%98%E6%89%93%E7%89%9B%E6%8E%92/data=!4m7!3m6!1s0x346e777fd6a58d5b:0x98046a2c36aac649!8m2!3d23.0104211!4d120.200071!16s%2Fg%2F11kqt69s6q!19sChIJW42l1n93bjQRScaqNixqBJg?authuser=0&hl=zh-TW&rclk=1
全壘打牛排武聖店,704台南市北區武聖路130號,https://www.google.com/maps/place/%E5%85%A8%E5%A3%98%E6%89%93%E7%89%9B%E6%8E%92%E6%AD%A6%E8%81%96%E5%BA%97/data=!4m7!3m6!1s0x346e778e4eb618ab:0x102398f75bad15a1!8m2!3d23.0064779!4d120.1904458!16s%2Fg%2F11gzbbxthf!19sChIJqxi2To53bjQRoRWtW_eYIxA?authuser=0&hl=zh-TW&rclk=1
收藏糖餅-花園夜市,704台南市北區,"https://www.google.com/maps/place/%E6%94%B6%E8%97%8F%E7%B3%96%E9%A4%85-%E8%8A%B1%E5%9C%92%E5%A4%9C%E5%B8%82/@23.0104962,120.1972787,17z/data=!3m1!4b1!4m6!3m5!1s0x346e7700637fd4f3:0xc7e298da2e8a6c48!8m2!3d23.0104962!4d120.1998536!16s%2Fg%2F11ybnkqsvn?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoASAFQAw%3D%3D"
猫掌門黑糖奶鋪,704台南市北區,"https://www.google.com/maps/place/%E8%B2%93%E6%8E%8C%E9%96%80%E9%BB%91%E7%B3%96%E5%A5%B6%E8%88%96/@23.0102556,120.1970252,17z/data=!3m1!4b1!4m6!3m5!1s0x346e77fa1bf29261:0xdb40a9534b7da2ae!8m2!3d23.0102556!4d120.1996001!16s%2Fg%2F11rw7fq876?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoASAFQAw%3D%3D"
地茶.鳳姊杏仁茶(台南花園夜市店),704台南市北區海安路三段533號,"https://www.google.com/maps/place/%E5%9C%B0%E8%8C%B6%EF%BC%8D%E9%B3%B3%E5%A7%8A%E6%9D%8F%E4%BB%81%E8%8C%B6%EF%BC%88%E5%8F%B0%E5%8D%97%E8%8A%B1%E5%9C%92%E5%A4%9C%E5%B8%82%E5%BA%97%EF%BC%89/@23.0102953,120.1972962,17z/data=!3m1!4b1!4m6!3m5!1s0x346e76597b95c615:0xd6f5649bf7bf6799!8m2!3d23.0102953!4d120.1998711!16s%2Fg%2F11c2p4q6qw?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoASAFQAw%3D%3D"
九龍城香港茶,704台南市北區海安路三段533號,https://www.google.com/maps/place/%E4%B9%9D%E9%BE%8D%E5%9F%8E%E9%A6%99%E6%B8%AF%E8%8C%B6/data=!4m7!3m6!1s0x346e77000f2f822b:0xd814fe8f5d0b22f4!8m2!3d23.0101987!4d120.1999123!16s%2Fg%2F11x6fdn7_b!19sChIJK4IvDwB3bjQR9CILXY_-FNg?authuser=0&hl=zh-TW&rclk=1
台南古早味 財記棺材板,704台南市北區海安路三段350號,"https://www.google.com/maps/place/%E5%8F%B0%E5%8D%97%E5%8F%A4%E6%97%A9%E5%91%B3+%E8%B2%A1%E8%A8%98%E6%A3%BA%E6%9D%90%E6%9D%BF/@23.0106187,120.197209,17z/data=!3m1!4b1!4m6!3m5!1s0x346e77ccbb823e59:0xdd9b4dfbfc18d23d!8m2!3d23.0106187!4d120.1997839!16s%2Fg%2F11sw0v5xrn?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoASAFQAw%3D%3D"
Hello冰粉｜藕粉｜專賣店｜公休時間請見粉專,704台南市北區海安路三段533號2號20排,"https://www.google.com/maps/place/Hello%E5%86%B0%E7%B2%89%EF%BD%9C%E8%97%95%E7%B2%89%EF%BD%9C%E5%B0%88%E8%B3%A3%E5%BA%97%EF%BD%9C%E5%85%AC%E4%BC%91%E6%99%82%E9%96%93%E8%AB%8B%E8%A6%8B%E7%B2%89%E5%B0%88/@23.0105881,120.1971239,17z/data=!3m1!4b1!4m6!3m5!1s0x346e05c0460cf109:0x437d90596a051310!8m2!3d23.0105881!4d120.1996988!16s%2Fg%2F11sts_09m_?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoASAFQAw%3D%3D"
龜龜毛毛泰國奶茶 ( 花園夜市店)/認明龜龜毛毛紅色燈箱招牌,704台南市北區花園夜市,"https://www.google.com/maps/place/%E9%BE%9C%E9%BE%9C%E6%AF%9B%E6%AF%9B%E6%B3%B0%E5%9C%8B%E5%A5%B6%E8%8C%B6+(+%E8%8A%B1%E5%9C%92%E5%A4%9C%E5%B8%82%E5%BA%97)%2F%E8%AA%8D%E6%98%8E%E9%BE%9C%E9%BE%9C%E6%AF%9B%E6%AF%9B%E7%B4%85%E8%89%B2%E7%87%88%E7%AE%B1%E6%8B%9B%E7%89%8C/@23.0100189,120.1970955,17z/data=!3m1!4b1!4m6!3m5!1s0x346e77cd54cdf17b:0x25691e0512364e49!8m2!3d23.0100189!4d120.1996704!16s%2Fg%2F11f67plc75?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoASAFQAw%3D%3D"
延記臭豆腐,704台南市北區海安路三段與和緯路三段交叉口,https://www.google.com/maps/place/%E5%BB%B6%E8%A8%98%E8%87%AD%E8%B1%86%E8%85%90/data=!4m7!3m6!1s0x346e765dfe2ccb11:0xe201328bc7f9a662!8m2!3d23.0106017!4d120.1994735!16s%2Fg%2F1hc5tl9b9!19sChIJEcss_l12bjQRYqb5x4syAeI?authuser=0&hl=zh-TW&rclk=1
Vietnam Coffee Shop,704台南市北區,"https://www.google.com/maps/place/Vietnam+Coffee+Shop/@23.010677,120.1967782,17z/data=!3m1!4b1!4m6!3m5!1s0x346e77000d653475:0xd66f26fa0046d431!8m2!3d23.010677!4d120.1993531!16s%2Fg%2F11w3np5cc4?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoASAFQAw%3D%3D"
（樂）厚蛋燒,704台南市北區海安路三段與號和緯路三段 交叉口( 花園夜市,https://www.google.com/maps/place/%EF%BC%88%E6%A8%82%EF%BC%89%E5%8E%9A%E8%9B%8B%E7%87%92/data=!4m7!3m6!1s0x346e77004dea63b3:0x1e6eacea01729d57!8m2!3d23.0105813!4d120.1993346!16s%2Fg%2F11vwz008n_!19sChIJs2PqTQB3bjQRV51yAeqsbh4?authuser=0&hl=zh-TW&rclk=1
魚薯叔魚漿薄片台南店,704台南市北區海安路三段533號,"https://www.google.com/maps/place/%E9%AD%9A%E8%96%AF%E5%8F%94%E9%AD%9A%E6%BC%BF%E8%96%84%E7%89%87%E5%8F%B0%E5%8D%97%E5%BA%97/@23.0107661,120.1970432,17z/data=!3m1!4b1!4m6!3m5!1s0x346e77169896c16b:0x93ecde95aa2122e2!8m2!3d23.0107661!4d120.1996181!16s%2Fg%2F11spqzzgpv?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoASAFQAw%3D%3D"
美食家族 碳烤香雞排,704台南市北區,"https://www.google.com/maps/place/%E7%BE%8E%E9%A3%9F%E5%AE%B6%E6%97%8F+%E7%A2%B3%E7%83%A4%E9%A6%99%E9%9B%9E%E6%8E%92/@23.0110572,120.1971124,17z/data=!3m1!4b1!4m6!3m5!1s0x346e777f8c8d1a55:0x97deae10670a9b3f!8m2!3d23.0110572!4d120.1996873!16s%2Fg%2F11jt565sbx?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoASAFQAw%3D%3D"
