names,adress,links
谷奇娜餐酒館 台中最強義大利餐廳/牛排漢堡披薩宵夜聚餐@一中商圈/best bistro Taichung,40445台中市北區三民路三段164巷7號,"https://www.google.com.tw/maps/place/%E8%B0%B7%E5%A5%87%E5%A8%9C%E9%A4%90%E9%85%92%E9%A4%A8+%E5%8F%B0%E4%B8%AD%E6%9C%80%E5%BC%B7%E7%BE%A9%E5%A4%A7%E5%88%A9%E9%A4%90%E5%BB%B3%2F%E7%89%9B%E6%8E%92%E6%BC%A2%E5%A0%A1%E6%8A%AB%E8%96%A9%E5%AE%B5%E5%A4%9C%E8%81%9A%E9%A4%90@%E4%B8%80%E4%B8%AD%E5%95%86%E5%9C%88%2Fbest+bistro+Taichung/@24.1518358,120.6855393,21z/data=!4m6!3m5!1s0x34693d9b52d070eb:0xc860f781a1654dd9!8m2!3d24.1519053!4d120.6855203!16s%2Fg%2F11vdfzg2_b?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
前任咖哩製造所,40445台中市北區三民路三段164巷11號,"https://www.google.com.tw/maps/place/%E5%89%8D%E4%BB%BB%E5%92%96%E5%93%A9%E8%A3%BD%E9%80%A0%E6%89%80/@24.1519052,120.6853834,21z/data=!4m6!3m5!1s0x34693d9b27b36055:0x8eec69a63f96e152!8m2!3d24.1518377!4d120.6856581!16s%2Fg%2F11t5wlktd7?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
妙善園〔素食小火鍋）,40444台中市北區一中街三民路三段164巷14號（一中街 北區一中街,"https://www.google.com.tw/maps/place/%E5%A6%99%E5%96%84%E5%9C%92%E3%80%94%E7%B4%A0%E9%A3%9F%E5%B0%8F%E7%81%AB%E9%8D%8B%EF%BC%89/@24.1517269,120.6856057,21z/data=!4m6!3m5!1s0x34693dbbe73c013d:0xd6d6fcabb7e9f39f!8m2!3d24.1517279!4d120.6857431!16s%2Fg%2F11tfnwgz66?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
930pm bar 九點半 (一中店),404台中市北區三民路三段164巷15號,"https://www.google.com.tw/maps/place/930pm+bar+%E4%B9%9D%E9%BB%9E%E5%8D%8A+(%E4%B8%80%E4%B8%AD%E5%BA%97)/@24.1518307,120.6857766,21z/data=!4m6!3m5!1s0x34693d8dafb270ad:0x2a2cd133937dbd49!8m2!3d24.1517429!4d120.6858596!16s%2Fg%2F11rjqc4tnj?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
提錢退休 鑫幣燒,404台中市北區一中街173號,"https://www.google.com.tw/maps/place/%E6%8F%90%E9%8C%A2%E9%80%80%E4%BC%91+%E9%91%AB%E5%B9%A3%E7%87%92/@24.1516359,120.6858612,21z/data=!4m6!3m5!1s0x34693da3b53ac62f:0xfe49bf96e85450e1!8m2!3d24.1516955!4d120.6858891!16s%2Fg%2F11l749y1n2?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
歐芭樂,404台中市北區育才街33-1號,"https://www.google.com.tw/maps/place/%E6%AD%90%E8%8A%AD%E6%A8%82/@24.1516359,120.6858612,21z/data=!4m6!3m5!1s0x34693dfdb652dd15:0xe3ec92a022576406!8m2!3d24.15158!4d120.6859973!16s%2Fg%2F11vlp63zfb?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
桐生日式可麗餅 台中一中店,40444台中市北區一中街179巷1號,"https://www.google.com.tw/maps/place/%E6%A1%90%E7%94%9F%E6%97%A5%E5%BC%8F%E5%8F%AF%E9%BA%97%E9%A4%85+%E5%8F%B0%E4%B8%AD%E4%B8%80%E4%B8%AD%E5%BA%97/@24.1518925,120.6860495,21z/data=!4m6!3m5!1s0x34693de890821933:0x6ee1570276043619!8m2!3d24.1519589!4d120.6860408!16s%2Fg%2F11h79q5kqj?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
鷄勵軒 - 雞湯創作拉麵。最後點餐20:50,404台中市北區三民路三段166-3號,"https://www.google.com.tw/maps/place/%E9%B7%84%E5%8B%B5%E8%BB%92+-+%E9%9B%9E%E6%B9%AF%E5%89%B5%E4%BD%9C%E6%8B%89%E9%BA%B5%E3%80%82%E6%9C%80%E5%BE%8C%E9%BB%9E%E9%A4%9020:50/@24.1522699,120.6851966,20z/data=!3m1!5s0x34693d66309db2ad:0xcb602b65b8849c5!4m6!3m5!1s0x34693d4f27d08461:0xc0df031db0a19671!8m2!3d24.1522698!4d120.6853594!16s%2Fg%2F11gk5xvfr2?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
好好吃肉韓式烤肉吃到飽-台中一中店,404台中市北區三民路三段172號,"https://www.google.com.tw/maps/place/%E5%A5%BD%E5%A5%BD%E5%90%83%E8%82%89%E9%9F%93%E5%BC%8F%E7%83%A4%E8%82%89%E5%90%83%E5%88%B0%E9%A3%BD-%E5%8F%B0%E4%B8%AD%E4%B8%80%E4%B8%AD%E5%BA%97/@24.1522699,120.6851966,20z/data=!3m1!5s0x34693d66309db2ad:0xcb602b65b8849c5!4m6!3m5!1s0x34693dd1367096ad:0x8e6afd0ba222198f!8m2!3d24.1523678!4d120.6854644!16s%2Fg%2F11lrpbw4vb?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
路邊炸蝦天婦羅,404台中市北區育才北路37號 號 1號樓旁,"https://www.google.com.tw/maps/place/%E8%B7%AF%E9%82%8A%E7%82%B8%E8%9D%A6%E5%A4%A9%E5%A9%A6%E7%BE%85/@24.1525304,120.6862628,21z/data=!4m6!3m5!1s0x34693d6634307225:0x1700b7d0c9915ac1!8m2!3d24.1523666!4d120.6863877!16s%2Fg%2F1pzs3c64q?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
鯛笑堂,404台中市北區育才北路37號,"https://www.google.com.tw/maps/place/%E9%AF%9B%E7%AC%91%E5%A0%82/@24.1525304,120.6862628,21z/data=!4m6!3m5!1s0x34693d82031c7093:0xa4c5a73c29241129!8m2!3d24.1524088!4d120.6863675!16s%2Fg%2F11p_4c84m8?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
超堡Super burger漢堡手搖飲專賣店 一中門市,404台中市北區育才北路66號,"https://www.google.com.tw/maps/place/%E8%B6%85%E5%A0%A1Super+burger%E6%BC%A2%E5%A0%A1%E6%89%8B%E6%90%96%E9%A3%B2%E5%B0%88%E8%B3%A3%E5%BA%97+%E4%B8%80%E4%B8%AD%E9%96%80%E5%B8%82/@24.1525769,120.6859986,21z/data=!4m6!3m5!1s0x34693d5e09211e01:0x41a2be62a02aa3a6!8m2!3d24.1526882!4d120.6860226!16s%2Fg%2F11ln19pd36?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
燃手串,40446台中市北區育才北路52號,"https://www.google.com.tw/maps/place/%E7%87%83%E6%89%8B%E4%B8%B2/@24.1524356,120.6863688,20z/data=!4m6!3m5!1s0x34693d663398f6fb:0x6101116cfea30e04!8m2!3d24.1526141!4d120.6862144!16s%2Fg%2F11h9xw53dj?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
這一家鹹水雞,404台中市北區一中街100號,"https://www.google.com.tw/maps/place/%E9%80%99%E4%B8%80%E5%AE%B6%E9%B9%B9%E6%B0%B4%E9%9B%9E/@24.1525268,120.6864958,21z/data=!4m6!3m5!1s0x34693d69574e87bd:0x4f66a9ef8b136391!8m2!3d24.1524475!4d120.6864667!16s%2Fg%2F11f38w5knq?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
統元豆花一中門市,404台中市北區育才北路42號,"https://www.google.com.tw/maps/place/%E7%B5%B1%E5%85%83%E8%B1%86%E8%8A%B1%E4%B8%80%E4%B8%AD%E9%96%80%E5%B8%82/@24.1524109,120.6867745,21z/data=!4m6!3m5!1s0x34693d877bbbb17f:0x61f7273afa0a8bd5!8m2!3d24.1523919!4d120.686865!16s%2Fg%2F11fhnhwtk6?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
鍋湯滙24H(台中一中),404台中市北區育才北路30號,"https://www.google.com.tw/maps/place/%E9%8D%8B%E6%B9%AF%E6%BB%9924H(%E5%8F%B0%E4%B8%AD%E4%B8%80%E4%B8%AD)/@24.1523115,120.6871398,20.75z/data=!4m6!3m5!1s0x34693d67c0eafa83:0x104b3e492b4b16f9!8m2!3d24.1522169!4d120.6872272!16s%2Fg%2F11cncmj94p?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
大台中大腸麵線 炸雞排 花枝丸,404台中市北區育才北路26號,"https://www.google.com.tw/maps/place/%E5%A4%A7%E5%8F%B0%E4%B8%AD%E5%A4%A7%E8%85%B8%E9%BA%B5%E7%B7%9A+%E7%82%B8%E9%9B%9E%E6%8E%92+%E8%8A%B1%E6%9E%9D%E4%B8%B8/@24.1523115,120.6871398,20.75z/data=!4m6!3m5!1s0x34693d3e811255e9:0xb66997645f1431!8m2!3d24.1522096!4d120.6872841!16s%2Fg%2F11vjc6bf_r?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
洪麻辣臭豆腐,404台中市北區育才北路24號,"https://www.google.com.tw/maps/place/%E6%B4%AA%E9%BA%BB%E8%BE%A3%E8%87%AD%E8%B1%86%E8%85%90/@24.1522007,120.6873695,21z/data=!4m6!3m5!1s0x34693d67c1116969:0x3e707bb53fbee771!8m2!3d24.1522215!4d120.687326!16s%2Fg%2F1thx1s95?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
鉄人麵倉,404台中市北區育才北路18號,"https://www.google.com.tw/maps/place/%E9%89%84%E4%BA%BA%E9%BA%B5%E5%80%89/@24.152179,120.6876428,20.75z/data=!4m6!3m5!1s0x34693d67f2c55bdd:0xa0b188fcb87ac135!8m2!3d24.1521451!4d120.6875077!16s%2Fg%2F11b7v87qgw?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
鳥裊火鍋-一中店,404台中市北區育才北路14號,"https://www.google.com.tw/maps/place/%E9%B3%A5%E8%A3%8A%E7%81%AB%E9%8D%8B-%E4%B8%80%E4%B8%AD%E5%BA%97/@24.1521833,120.6872606,20z/data=!4m6!3m5!1s0x34693d60e70c5989:0xa14948659b4f4adc!8m2!3d24.1520943!4d120.6876464!16s%2Fg%2F11qr0sqcbp?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
阿鍋家-鍋燒煮義(一中店),404011台中市北區育才北路13號,"https://www.google.com.tw/maps/place/%E9%98%BF%E9%8D%8B%E5%AE%B6-%E9%8D%8B%E7%87%92%E7%85%AE%E7%BE%A9(%E4%B8%80%E4%B8%AD%E5%BA%97)/@24.1520781,120.6873478,20z/data=!4m6!3m5!1s0x34693de68f3b21c9:0x1db75a3328bfd790!8m2!3d24.1518324!4d120.6875392!16s%2Fg%2F11rhh5p7fq?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
回憶小時候-育才店,404台中市北區育才北路11號,"https://www.google.com.tw/maps/place/%E5%9B%9E%E6%86%B6%E5%B0%8F%E6%99%82%E5%80%99-%E8%82%B2%E6%89%8D%E5%BA%97/@24.1520781,120.6873478,20z/data=!4m6!3m5!1s0x34693d51daf1b5c3:0x35dabddf6319ea79!8m2!3d24.1518947!4d120.6876578!16s%2Fg%2F11x8hcwb5f?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
98餐酒館｜調酒 火鍋 義大利麵 炸物 各式果汁飲料 聚會好場所 ｜,404009台中市北區育才北路9號,"https://www.google.com.tw/maps/place/98%E9%A4%90%E9%85%92%E9%A4%A8%EF%BD%9C%E8%AA%BF%E9%85%92+%E7%81%AB%E9%8D%8B+%E7%BE%A9%E5%A4%A7%E5%88%A9%E9%BA%B5+%E7%82%B8%E7%89%A9+%E5%90%84%E5%BC%8F%E6%9E%9C%E6%B1%81%E9%A3%B2%E6%96%99+%E8%81%9A%E6%9C%83%E5%A5%BD%E5%A0%B4%E6%89%80+%EF%BD%9C/@24.1520254,120.687549,20z/data=!4m6!3m5!1s0x34693d74ef05018b:0x72856ad85751144b!8m2!3d24.1517482!4d120.687788!16s%2Fg%2F11l6qgjynh?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
Deer Caf'e 迷鹿咖啡,404台中市北區雙十路二段一巷二號 1樓,"https://www.google.com.tw/maps/place/Deer+Caf'e+%E8%BF%B7%E9%B9%BF%E5%92%96%E5%95%A1/@24.1518957,120.687848,20z/data=!4m6!3m5!1s0x34693d75cf49e6a3:0xb949efe9ef5d839e!8m2!3d24.1515941!4d120.6878906!16s%2Fg%2F11bzt5wc41?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
飲周公,404台中市北區育才北路22號,"https://www.google.com.tw/maps/place/%E9%A3%B2%E5%91%A8%E5%85%AC/@24.1521894,120.6871654,20z/data=!4m6!3m5!1s0x34693d67c082069d:0x7fae3517de94206e!8m2!3d24.1523498!4d120.6874562!16s%2Fg%2F11hbqc2phh?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
Dough 動手玩烘焙DIY 一中店,404台中市北區育才北路32-1號號2F,"https://www.google.com.tw/maps/place/Dough+%E5%8B%95%E6%89%8B%E7%8E%A9%E7%83%98%E7%84%99DIY+%E4%B8%80%E4%B8%AD%E5%BA%97/@24.1524519,120.6872264,21z/data=!4m6!3m5!1s0x346917ead12dec2d:0xd1e2a4ba05217b9f!8m2!3d24.1524282!4d120.687141!16s%2Fg%2F11bw2jvjl_?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
"張記麻辣滷鴨血公司Chang Chi Spicy Duck Blood Co.,Ltd.",404台中市北區育才北路34號,"https://www.google.com.tw/maps/place/%E5%BC%B5%E8%A8%98%E9%BA%BB%E8%BE%A3%E6%BB%B7%E9%B4%A8%E8%A1%80%E5%85%AC%E5%8F%B8Chang+Chi+Spicy+Duck+Blood+Co.,Ltd./@24.1524439,120.6871527,21z/data=!3m1!5s0x34693d67c7220153:0x4b46356ca20fabab!4m6!3m5!1s0x34693d14ec32d991:0xbdcee8f8d2fd898e!8m2!3d24.1524785!4d120.6873612!16s%2Fg%2F11vrbdlnmy?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
洄流餐食（貓咪餐廳）,404台中市北區雙十路二段21巷16號,"https://www.google.com.tw/maps/place/%E6%B4%84%E6%B5%81%E9%A4%90%E9%A3%9F%EF%BC%88%E8%B2%93%E5%92%AA%E9%A4%90%E5%BB%B3%EF%BC%89/@24.1526043,120.6873793,21z/data=!4m6!3m5!1s0x34693d9966f48f85:0x6be200b30492db9b!8m2!3d24.1527062!4d120.6875043!16s%2Fg%2F11swjr5qsk?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
先吃肉-Meat First漢堡,404台中市北區一中街112號2 樓,"https://www.google.com.tw/maps/place/%E5%85%88%E5%90%83%E8%82%89-Meat+First%E6%BC%A2%E5%A0%A1/@24.1527517,120.6865633,21z/data=!4m6!3m5!1s0x34693d67b6883943:0x76e835a17813c082!8m2!3d24.1527235!4d120.6865574!16s%2Fg%2F11g9m9chzb?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
五阿姨仙草冰,404台中市北區一中街112號,"https://www.google.com.tw/maps/place/%E4%BA%94%E9%98%BF%E5%A7%A8%E4%BB%99%E8%8D%89%E5%86%B0/@24.1527236,120.6864208,21z/data=!4m6!3m5!1s0x34693dee01ede0c3:0xdb8715f3d96a92a5!8m2!3d24.1527417!4d120.6865964!16s%2Fg%2F11fnbf6qkm?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
阿堂豬肉麵線,404台中市北區一中街112號,"https://www.google.com.tw/maps/place/%E9%98%BF%E5%A0%82%E8%B1%AC%E8%82%89%E9%BA%B5%E7%B7%9A/@24.1527236,120.6864208,21z/data=!4m6!3m5!1s0x34693d007c653b83:0x798b801a886373be!8m2!3d24.1528337!4d120.6865445!16s%2Fg%2F11vjdghfc6?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
一中商圈 林川麵所 炒烏龍,404台中市北區一中街231號,"https://www.google.com.tw/maps/place/%E4%B8%80%E4%B8%AD%E5%95%86%E5%9C%88+%E6%9E%97%E5%B7%9D%E9%BA%B5%E6%89%80+%E7%82%92%E7%83%8F%E9%BE%8D/@24.152964,120.6866206,21z/data=!4m6!3m5!1s0x34693db4e80e5389:0xb51b571934db773f!8m2!3d24.1531181!4d120.6865559!16s%2Fg%2F11sg_vx5hc?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
上海派大雞排,404台中市北區錦新街70之1號,"https://www.google.com.tw/maps/place/%E4%B8%8A%E6%B5%B7%E6%B4%BE%E5%A4%A7%E9%9B%9E%E6%8E%92/@24.1531067,120.6866112,21z/data=!4m6!3m5!1s0x34693d67ae0e4677:0xf94573f5876e4f08!8m2!3d24.1531372!4d120.6868167!16s%2Fg%2F1tglwqbd?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
微笑輕食Bar,404台中市北區錦新街62號,"https://www.google.com.tw/maps/place/%E5%BE%AE%E7%AC%91%E8%BC%95%E9%A3%9FBar/@24.1530834,120.686801,21z/data=!4m6!3m5!1s0x34693dde6a3c6f51:0xf9b692f1a69d9f7f!8m2!3d24.1530962!4d120.687033!16s%2Fg%2F11pd30czc7?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
VR文森家 小茶館,404台中市北區一中街138-25號益民商圈內一樓,"https://www.google.com.tw/maps/place/VR%E6%96%87%E6%A3%AE%E5%AE%B6+%E5%B0%8F%E8%8C%B6%E9%A4%A8/@24.1531212,120.6872646,20.75z/data=!4m6!3m5!1s0x346e94220dedc9df:0x3dab70a510acfd64!8m2!3d24.1532556!4d120.6874132!16s%2Fg%2F1q6n2lryt?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
麵屋守破離,404台中市北區錦新街90巷2號,"https://www.google.com.tw/maps/place/%E9%BA%B5%E5%B1%8B%E5%AE%88%E7%A0%B4%E9%9B%A2/@24.1536534,120.6863596,19.25z/data=!4m6!3m5!1s0x34693d5fea757155:0x78d52ca864a4fd26!8m2!3d24.1535993!4d120.6863215!16s%2Fg%2F11tp35gpbl?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
芭樂小姐姐,404台中市北區ㄧ中街140號益民商圈內,"https://www.google.com.tw/maps/place/%E8%8A%AD%E6%A8%82%E5%B0%8F%E5%A7%90%E5%A7%90/@24.1536193,120.6865525,20z/data=!3m1!5s0x34693d67a87a1427:0x48026c3cfbe964f4!4m6!3m5!1s0x34693ddee41086c1:0x7392ad3fcdbd47a4!8m2!3d24.1536193!4d120.686746!16s%2Fg%2F11rn7913c_?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
又見。雞蛋糕,404台中市北區一中街146號,"https://www.google.com.tw/maps/place/%E5%8F%88%E8%A6%8B%E3%80%82%E9%9B%9E%E8%9B%8B%E7%B3%95/@24.1536658,120.6866253,21z/data=!4m6!3m5!1s0x34693d67b1c9a2db:0x8ac6dfecd2979709!8m2!3d24.153623!4d120.6868248!16s%2Fg%2F11c5_1f40g?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
安康素食滷味,404台中市北區一中街148-8號,"https://www.google.com.tw/maps/place/%E5%AE%89%E5%BA%B7%E7%B4%A0%E9%A3%9F%E6%BB%B7%E5%91%B3/@24.1535875,120.6867966,20z/data=!4m6!3m5!1s0x34693d67a42fbc8b:0xda096e399171ef03!8m2!3d24.1535667!4d120.6870414!16s%2Fg%2F11cjpzvltj?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
海人鹽水雞一中總店,404台中市北區一中街148號,"https://www.google.com.tw/maps/place/%E6%B5%B7%E4%BA%BA%E9%B9%BD%E6%B0%B4%E9%9B%9E%E4%B8%80%E4%B8%AD%E7%B8%BD%E5%BA%97/@24.1537105,120.6867772,21z/data=!4m6!3m5!1s0x34693daf7546a6fb:0xcf0084ed1e68f4e4!8m2!3d24.1536906!4d120.6868261!16s%2Fg%2F11n88s55_8?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
世界第二 芭樂爸甘草芭樂（益民總店）,404台中市北區一中街150號,"https://www.google.com.tw/maps/place/%E4%B8%96%E7%95%8C%E7%AC%AC%E4%BA%8C+%E8%8A%AD%E6%A8%82%E7%88%B8%E7%94%98%E8%8D%89%E8%8A%AD%E6%A8%82%EF%BC%88%E7%9B%8A%E6%B0%91%E7%B8%BD%E5%BA%97%EF%BC%89/@24.1537692,120.6868047,21z/data=!4m6!3m5!1s0x34693d0e30c8bbe3:0xe4359c6f5f59e772!8m2!3d24.1537692!4d120.6869414!16s%2Fg%2F11h7jqljyr?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
放牛班,404台中市北區一中街148之32號,"https://www.google.com.tw/maps/place/%E6%94%BE%E7%89%9B%E7%8F%AD/@24.1535976,120.687305,21z/data=!4m6!3m5!1s0x34693d67082e5b95:0xd0019b8f30e9fb87!8m2!3d24.1535288!4d120.6874169!16s%2Fg%2F11cn2wj_jl?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
隨便吧 音樂餐廳,404台中市北區一中街148-16號,"https://www.google.com.tw/maps/place/%E9%9A%A8%E4%BE%BF%E5%90%A7+%E9%9F%B3%E6%A8%82%E9%A4%90%E5%BB%B3/@24.1536851,120.6870991,21z/data=!4m6!3m5!1s0x34693d914f67e135:0xd11a4134210c8912!8m2!3d24.1536348!4d120.6872642!16s%2Fg%2F11h07vt3sm?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
MOTONARI豚骨拉麵もとなり沖繩（益民商圏裡）,404台中市北區錦新街30之3號,"https://www.google.com.tw/maps/place/MOTONARI%E8%B1%9A%E9%AA%A8%E6%8B%89%E9%BA%B5%E3%82%82%E3%81%A8%E3%81%AA%E3%82%8A%E6%B2%96%E7%B9%A9%EF%BC%88%E7%9B%8A%E6%B0%91%E5%95%86%E5%9C%8F%E8%A3%A1%EF%BC%89/@24.1535257,120.687781,21z/data=!3m1!5s0x34693d664df63fcf:0xc59bcd6df71fdf82!4m6!3m5!1s0x34693d289576b55d:0x2e904b55f9fec12d!8m2!3d24.1535256!4d120.6879168!16s%2Fg%2F11kpkz52qj?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
孫山東家常麵,404台中市北區雙十路二段47之7號,"https://www.google.com.tw/maps/place/%E5%AD%AB%E5%B1%B1%E6%9D%B1%E5%AE%B6%E5%B8%B8%E9%BA%B5/@24.1533859,120.6885692,19.75z/data=!4m6!3m5!1s0x34693d677ff362ab:0x1ca7b4235e8e9a5c!8m2!3d24.1533601!4d120.6889508!16s%2Fg%2F1tdx6f_v?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
歐姆薯薯·早餐 雙十總店,404台中市北區雙十路二段47-6號,"https://www.google.com.tw/maps/place/%E6%AD%90%E5%A7%86%E8%96%AF%E8%96%AF%C2%B7%E6%97%A9%E9%A4%90+%E9%9B%99%E5%8D%81%E7%B8%BD%E5%BA%97/@24.1533859,120.6885692,19.75z/data=!4m6!3m5!1s0x34693d1d43d22a2b:0xaf3533543c9f64fe!8m2!3d24.153401!4d120.68876!16s%2Fg%2F11pf3mccvm?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
一中蠔大一口-蚵蛋燒,404台中市北區一中街261號,"https://www.google.com.tw/maps/place/%E4%B8%80%E4%B8%AD%E8%A0%94%E5%A4%A7%E4%B8%80%E5%8F%A3-%E8%9A%B5%E8%9B%8B%E7%87%92/@24.1537236,120.6865991,21z/data=!3m1!5s0x34693d67a87a1427:0x48026c3cfbe964f4!4m6!3m5!1s0x34693d2482b301d9:0xfc36e179d256ded2!8m2!3d24.1537236!4d120.6867358!16s%2Fg%2F11kpz8lg7q?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
五哥肉夾饃,404台中市北區一中街261號,"https://www.google.com.tw/maps/place/%E4%BA%94%E5%93%A5%E8%82%89%E5%A4%BE%E9%A5%83/@24.1537692,120.6868047,21z/data=!3m1!5s0x34693d67a87a1427:0x48026c3cfbe964f4!4m6!3m5!1s0x34693d4483c123b3:0x422b0ee1b0923a9c!8m2!3d24.153824!4d120.6869743!16s%2Fg%2F11sdsm2ysz?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
小巷人嘉,404台中市北區一中街140號一樓,"https://www.google.com.tw/maps/place/%E5%B0%8F%E5%B7%B7%E4%BA%BA%E5%98%89/@24.1538332,120.6870447,21z/data=!4m6!3m5!1s0x34693d18857e1faf:0xe58f34047f1acfe2!8m2!3d24.1538709!4d120.6870089!16s%2Fg%2F11vyl_z92w?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
小倆口章魚燒-益民店,404台中市北區一中街156號,"https://www.google.com.tw/maps/place/%E5%B0%8F%E5%80%86%E5%8F%A3%E7%AB%A0%E9%AD%9A%E7%87%92-%E7%9B%8A%E6%B0%91%E5%BA%97/@24.1538708,120.686872,21z/data=!4m6!3m5!1s0x346917e6b08ff58f:0xe06cb80b573c6d09!8m2!3d24.1539188!4d120.6869974!16s%2Fg%2F11q_nqttnh?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
5 Dogs餐車｜熱狗堡｜一中徹點，餐車到處跑，請關注fb/ig每週行程表,404台中市北區一中街160號,"https://www.google.com.tw/maps/place/5+Dogs%E9%A4%90%E8%BB%8A%EF%BD%9C%E7%86%B1%E7%8B%97%E5%A0%A1%EF%BD%9C%E4%B8%80%E4%B8%AD%E5%BE%B9%E9%BB%9E%EF%BC%8C%E9%A4%90%E8%BB%8A%E5%88%B0%E8%99%95%E8%B7%91%EF%BC%8C%E8%AB%8B%E9%97%9C%E6%B3%A8fb%2Fig%E6%AF%8F%E9%80%B1%E8%A1%8C%E7%A8%8B%E8%A1%A8/@24.1538708,120.686872,21z/data=!4m6!3m5!1s0x34693d2cd2688d75:0xb2f68bf7d2bac7dc!8m2!3d24.1539502!4d120.6869631!16s%2Fg%2F11rvdkvq6y?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
